motoren	N
en	Conj
vier	Num
transmissies	N
worden	V
gekozen	V
.	Punc
<utt>
Met	Prep
het	Art
concert	N
van	Prep
woensdag	N
door	Prep
het	Art
Concertgebouworkest	N
onder	Prep
Eugen	N
Jochum	N
is	V
voor	Prep
Amsterdam	N
de	Art
muziekwinter	N
aangebroken	V
,	Punc
en	Conj
ter	Prep
onderstreping	N
eventueel	Adj
hiervan	Adv
speelde	V
de	Art
avond	N
zich	Pron
af	Adv
in	Prep
een	Art
onaangenaam	Adj
saai	Adj
en	Conj
bijzonder	Adj
sfeerloos	Adj
licht	N
.	Punc
<utt>
Of	Conj
dat	Pron
zijn	Pron
weerslag	N
had	V
op	Prep
de	Art
zaal	N
,	Punc
weten	V
wij	Pron
niet	Adv
,	Punc
maar	Conj
in	Prep
die	Pron
zaal	N
ontbrak	V
het	Pron
ten	Prep
enenmale	Adv
aan	Prep
de	Art
feestelijk-opgewekte	Adj
spanning	N
van	Prep
de	Art
verwachting	N
,	Punc
met	Prep
parallel	Adj
daaraan	Adv
als	Conj
symptoom	N
hiervan	Adv
het	Art
flauwe	Adj
,	Punc
fletse	Adj
applaus	N
,	Punc
waarmee	Adv
Jochum	N
werd	V
begroet	V
.	Punc
<utt>
Dat	Pron
verdient	V
hij	Pron
niet	Adv
,	Punc
vriend	N
van	Prep
het	Art
Concertgebouworkest	N
en	Conj
voortreffelijk	Adj
en	Conj
gedegen	Adj
musicus	N
die	Pron
hij	Pron
is	V
.	Punc
<utt>
Dit	Pron
staat	V
overigens	Adv
heel	Adv
sterk	Adj
in	Prep
het	Art
teken	N
van	Prep
Scholte	N
die	Pron
alsnog	Adv
een	Art
kans	N
wil	V
hebben	V
om	Conj
deel	N
te	Prep
kunnen	V
nemen	V
aan	Prep
het	Art
wereldkampioenschap	N
dat	Pron
in	Prep
november	N
a.s.	Adj
in	Prep
Linz	N
zal	V
worden	V
gespeeld	V
.	Punc
<utt>
De	Art
Parijse	Adj
crack	N
Marty	N
wordt	V
vergezeld	V
door	Prep
zijn	Pron
landgenoot	N
Dufetedde	N
.	Punc
<utt>
Ook	Adv
hij	Pron
is	V
een	Art
beroepsbiljarter	N
die	Pron
liever	Adj
naar	Prep
de	Art
rijen	N
van	Prep
de	Art
"	Punc
amateurs	N
"	Punc
terug	Adv
wilde	V
keren	V
.	Punc
<utt>
Een	Art
nieuw	Adj
gezicht	N
dus	Adv
.	Punc
<utt>
Tonny	N
Schrauwen	N
wereldkampioen	N
47/2	Num
in	Prep
Groningen	N
behaald	V
is	V
een	Art
oude	Adj
bekende	Adj
.	Punc
<utt>
Het	Art
vorig	Adj
jaar	N
kon	V
Breero's	N
"	Punc
De	N
Spaanse	N
Brabander	N
"	Punc
nog	Adv
uitkomst	N
bieden	V
;	Punc
dit	Pron
jaar	N
ziet	V
men	Pron
zich	Pron
al	Adv
voor	Prep
problemen	N
gesteld	V
.	Punc
<utt>
Het	Pron
moet	V
en	Conj
zal	V
een	Art
Nederlands	Adj
stuk	N
worden	V
.	Punc
<utt>
Dan	Adv
maar	Adv
eens	Adv
iets	Pron
nieuws	Adj
geprobeerd	V
.	Punc
<utt>
Er	Adv
werd	V
een	Art
opdracht	N
verstrekt	V
aan	Prep
Eduard	N
Hoornik	N
en	Conj
Mies	N
Bouhuys	N
voor	Prep
een	Art
stuk	N
,	Punc
dat	Conj
"	Punc
Roerig	N
Amsterdam	N
"	Punc
moet	V
heten	V
.	Punc
<utt>
Hoornik	N
heeft	V
in	Prep
de	Art
jaren	N
vijftig	Num
,	Punc
in	Prep
navolging	N
van	Prep
de	Art
Engelsen	Adj
T.S.	N
Eliot	N
en	Conj
Christopher	N
Fry	N
,	Punc
geprobeerd	V
met	Prep
de	Art
vrije	Adj
versvorm	N
als	Conj
toneelschrijver	N
een	Art
nieuwe	Adj
koers	N
te	Prep
varen	V
.	Punc
<utt>
Om	Conj
onze	Pron
lezers	N
buiten	Prep
Amsterdam	N
een	Art
betere	Adj
service	N
te	Prep
bieden	V
drukken	V
wij	Pron
voor	Prep
hen	Pron
een	Art
bestelbon	N
op	Prep
deze	Pron
pagina	N
af	Adv
,	Punc
waarmee	Adv
zij	Pron
schriftelijk	Adj
hun	Pron
reservering	N
kunnen	V
opgeven	V
.	Punc
<utt>
Deze	Pron
bon	N
dient	V
dinsdagmiddag	N
a.s.	Adj
echter	Adv
om	Prep
vier	Num
uur	N
bij	Prep
het	Art
Concertgebouw	N
,	Punc
Van	N
Baerlestraat	N
,	Punc
Amsterdam	N
,	Punc
te	Prep
zijn	V
.	Punc
<utt>
Op	Prep
deze	Pron
bon	N
kunt	V
u	Pron
precies	Adj
opgeven	V
welke	Pron
kaarten	N
u	Pron
wilt	V
hebben	V
.	Punc
<utt>
Mochten	V
de	Art
kaarten	N
,	Punc
die	Pron
u	Pron
bestelt	V
,	Punc
er	Adv
niet	Adv
meer	Adv
zijn	V
,	Punc
dan	Adv
zullen	V
wij	Pron
op	Prep
de	Art
dichtsbijzijnde	Adj
rang	N
voor	Prep
u	Pron
reserveren	V
.	Punc
<utt>
Popke	N
Oosterhof	N
uit	Prep
Eelde	N
was	V
in	Prep
La	N
Ferte	N
Mace	N
,	Punc
waar	Adv
hij	Pron
de	Art
eerste	Num
etappe	N
in	Prep
de	Art
Tour	N
de	N
l'Avenir	N
na	Prep
93,5	Num
km	N
vanuit	Prep
Le	N
Mans	N
eindigde	V
en	Conj
waar	Adv
Gosta	N
Petterson	N
de	Art
leiderstrui	N
in	Prep
handen	N
hield	V
,	Punc
misschien	Adv
wel	Adv
de	Art
meest	Adv
teleurgestelde	V
coureur	N
van	Prep
het	Art
gehele	Adj
deelnemersveld	N
.	Punc
<utt>
Van	Prep
zijn	Pron
gezicht	N
was	V
die	Pron
teleurstelling	N
bepaald	Adv
niet	Adv
af	Adv
te	Prep
lezen	V
,	Punc
want	Conj
de	Art
man	N
uit	Prep
Eelde	N
is	V
niet	Adv
iemand	Pron
die	Pron
zich	Pron
snel	Adj
blootgeeft	V
.	Punc
<utt>
Zijn	Pron
woorden	N
na	Prep
afloop	N
van	Prep
de	Art
kortste	Adj
etappe	N
in	Prep
deze	Pron
Tour	N
,	Punc
die	Pron
door	Prep
de	Art
Deen	N
Hoch	N
werd	V
gewonnen	V
,	Punc
spraken	V
echter	Adv
duidelijke	Adj
taal	N
.	Punc
<utt>
Op	Prep
de	Art
oude	Adj
Emmeloordse	Adj
zeebodem	N
zondagmiddag	N
de	Art
laatste	Adj
hordenren	N
voor	Prep
halfbloeds	N
in	Prep
dit	Pron
seizoen	N
.	Punc
<utt>
Het	Pron
belooft	V
een	Art
goed	Adj
en	Conj
open	Adj
afscheid	N
te	Prep
worden	V
,	Punc
want	Conj
niet	Adv
minder	Num
dan	Conj
16	Num
paarden	N
zullen	V
aantreden	V
voor	Prep
de	Art
slotstrijd	N
om	Prep
het	Art
Kampioenschap	N
van	Prep
Emmeloord	N
.	Punc
<utt>
De	Art
routiniers	N
in	Prep
dit	Pron
gezelschap	N
,	Punc
dat	Pron
over	Prep
het	Art
bijna	Adv
drie	Num
kilometer	N
lange	Adj
parkoers	N
veertien	Num
horden	N
moet	V
springen	V
,	Punc
zijn	V
Enusa	N
,	Punc
Texas	N
,	Punc
Fady	N
Scott	N
en	Conj
Gezant	N
,	Punc
wiens	Pron
vorige	Adj
prestaties	N
tot	Prep
uitdrukking	N
worden	V
gebracht	V
met	Prep
topgewichten	N
tot	Prep
maar	Adv
liefst	Adj
negentig	Num
kilogram	N
.	Punc
<utt>
"	Punc
De	Art
grootste	Adj
opdrachten	N
die	Pron
we	Pron
onlangs	Adv
hebben	V
verkregen	V
zijn	V
de	Art
bouw	N
van	Prep
drie	Num
supersnelle	Adj
containerschepen	N
voor	Prep
de	Art
Amerikaanse	Adj
maatschappij	N
Sealand	N
Service	N
,	Punc
die	Pron
in	Prep
de	Art
periode	N
begin	N
1972	Num
en	Conj
eind	N
1973	Num
moeten	V
worden	V
opgeleverd	V
en	Conj
de	Art
opdracht	N
voor	Prep
de	Art
bouw	N
van	Prep
een	Art
passagiersschip	N
van	Prep
14.000	Num
ton	N
voor	Prep
Overseas	N
National	N
Airways	N
.	Punc
<utt>
Waarschijnlijk	Adj
zal	V
in	Prep
november	N
met	Prep
de	Art
kiellegging	N
van	Prep
dit	Pron
speciaal	Adj
voor	Prep
vakantietochten	N
ingerichte	V
schip	N
worden	V
begonnen	V
.	Punc
<utt>
Financieringsproblemen	N
hebben	V
we	Pron
niet	Adv
"	Punc
.	Punc
<utt>
Toch	Adv
wil	V
ir.	N
Van	N
der	N
Pols	N
wel	Adv
bekennen	V
dat	Conj
de	Art
sector	N
reparaties	N
primair	Adj
voor	Prep
RijnSchelde	N
blijft	V
.	Punc
<utt>
Neem	V
spoedig	Adj
een	Art
principiele	Adj
beslissing	N
over	Prep
de	Art
Schiphollijn	N
.	Punc
<utt>
Als	Conj
de	Art
berekeningen	N
uitkomen	V
,	Punc
zal	V
deze	Pron
tussen	Prep
Amsterdam	N
en	Conj
Warmond	N
aan	Adv
te	Prep
leggen	V
spoorlijn	N
tot	Prep
de	Art
drukste	Adj
baanvakken	N
van	Prep
ons	Pron
net	N
gaan	V
behoren	V
.	Punc
<utt>
Hij	Pron
zal	V
een	Art
investering	N
vergen	V
van	Prep
flo	N
419	Num
miljoen	Num
,	Punc
de	Art
aanleg	N
zal	V
acht	Num
jaar	N
duren	V
.	Punc
<utt>
Tussen	Prep
Amsterdam	N
en	Conj
Schiphol	N
zal	V
de	Art
lijn	N
ruim	Adj
twaalf	Num
miljoen	Num
reizigers	N
per	Prep
jaar	N
vervoeren	V
,	Punc
tussen	Prep
Schiphol	N
en	Conj
Leiden	N
ruim	Adj
elf	Num
miljoen	Num
.	Punc
<utt>
Eerste	Num
machinist	N
J.	N
Kralt	N
van	Prep
de	Art
trawler	N
Marjan	N
Ellen	N
,	Punc
de	Art
Katwijk	N
9	N
,	Punc
is	V
gistermiddag	Adv
zwaar	Adj
gewond	V
door	Prep
een	Art
helikopter	N
van	Prep
de	Art
Marine	N
Opsporingsen	N
reddingsdienst	N
van	Prep
boord	N
gehaald	V
.	Punc
<utt>
Het	Art
schip	N
bevond	V
zich	Pron
35	Num
mijl	N
buitengaats	Adv
van	Prep
Ijmuiden	N
toen	Conj
om	Prep
vier	Num
uur	N
een	Art
explosie	N
brand	N
veroorzaakte	V
in	Prep
de	Art
machinekamer	N
.	Punc
<utt>
Van	Prep
de	Art
veertien	Num
bemanningsleden	N
werd	V
alleen	Adj
machinist	N
Kralt	N
gewond	V
.	Punc
<utt>
Hij	Pron
is	V
opgenomen	V
in	Prep
het	Art
marinehospitaal	N
in	Prep
Overveen	N
.	Punc
<utt>
Een	Art
historische	Adj
ontmoeting	N
maandagmiddag	N
in	Prep
Rijswijk	N
--	Punc
enkele	Pron
uren	N
voordat	Conj
hij	Pron
zijn	Pron
lang	Adj
verbeide	V
come-back	N
op	Prep
het	Art
televisiescherm	N
maakte	V
,	Punc
verscheen	V
Jacob	N
de	N
Uil	N
in	Prep
het	Art
gebouw	N
van	Prep
Drukkerij	N
Levisson	N
in	Prep
Rijswijk	N
,	Punc
waar	Adv
hij	Pron
de	Art
lancering	N
van	Prep
het	Art
nieuwe	Adj
Stripschrift	N
,	Punc
het	Art
verenigingsorgaan	N
van	Prep
het	Art
twee	Num
jaar	N
geleden	Adv
opgerichte	V
Stripschap	N
,	Punc
bijwoonde	V
.	Punc
<utt>
Hij	Pron
ontmoette	V
daar	Adv
de	Art
heer	N
Olivier	N
B.	N
Bommel	N
en	Conj
diens	Pron
jonge	Adj
vriend	N
Tom	N
Poes	N
,	Punc
die	Pron
zich	Pron
voor	Prep
dezelfde	Pron
gelegenheid	N
per	Prep
Oude	N
Schicht	N
derwaarts	Adv
hadden	V
gespoed	V
.	Punc
<utt>
De	Art
drie	Num
populaire	Adj
beeldverhaalhelden	N
raakten	V
onmiddelijk	Adj
in	Prep
een	Art
geanimeerd	V
gesprek	N
over	Prep
de	Art
inhoud	N
van	Prep
het	Art
nieuwe	Adj
Stripschrift	N
.	Punc
<utt>
Drs.	N
Clijssen	N
--	Punc
Nog	Adv
steeds	Adv
functioneert	V
het	Art
sociale	Adj
systeem	N
dat	Pron
de	Art
mensen	N
in	Prep
onvrijheid	N
bindt	V
,	Punc
zoals	Conj
dat	Pron
is	V
geconstateerd	V
door	Prep
Marx	N
.	Punc
<utt>
Toch	Adv
zijn	V
het	Pron
geen	Pron
schurken	N
die	Pron
daar	Adv
verantwoordelijk	Adj
voor	Adv
zijn	V
.	Punc
<utt>
Het	Pron
is	V
ingebakken	V
in	Prep
de	Art
hele	Adj
cultuur	N
en	Conj
de	Art
traditie	N
.	Punc
<utt>
Deze	Pron
zaken	N
kunnen	V
alleen	Adv
uit	Prep
de	Art
wereld	N
worden	V
geholpen	V
door	Prep
een	Art
steeds	Adv
grotere	Adj
bewustwording	N
.	Punc
<utt>
Drs.	N
Clijssen	N
--	Punc
"	Punc
De	Art
mensen	N
voelen	V
het	Pron
vaag	Adj
aan	Adv
.	Punc
<utt>
Dat	Pron
blijkt	V
als	Conj
ze	Pron
mopperen	V
over	Prep
de	Art
politiek	N
die	Pron
een	Num
pot	N
nat	N
is	V
en	Conj
over	Prep
"	Punc
hoge	Adj
omes	N
"	Punc
.	Punc
<utt>
In	Prep
het	Art
juli-augustusnummer	N
van	Prep
"	Punc
De	N
Gemeente	N
"	Punc
,	Punc
een	Art
uitgave	N
van	Prep
de	Art
Dr.	N
Wiardi	N
Beckman	N
Stichting	N
,	Punc
is	V
ir.	N
H.T.	N
Vink	N
,	Punc
stedebouwkundige	Adj
te	Prep
Amsterdam	N
,	Punc
van	Prep
mening	N
dat	Pron
kritiekloze	Adj
kritiek	N
op	Prep
de	Art
woningbouw	N
niet	Adv
alleen	Adv
baarlijke	Adj
,	Punc
maar	Adv
ook	Adv
gevaarlijke	Adj
nonsens	N
is	V
.	Punc
<utt>
"	Punc
Ook	Adv
over	Prep
de	Art
wijk	N
waar	Adv
ik	Pron
zelf	Pron
woon	V
(	Punc
Buitenveldert	N
in	Prep
Amsterdam	N
)	Punc
worden	V
door	Prep
lieden	N
,	Punc
die	Pron
dit	Pron
stadsdeel	N
kennelijk	Adj
slechts	Adv
oppervlakkig	Adj
kennen	V
,	Punc
de	Art
meest	Adv
krasse	Adj
veroordelingen	N
uitgesproken	V
.	Punc
<utt>
"	Punc
Kinderen	N
zijn	V
veel	Num
minder	Num
vooringenomen	Adj
,	Punc
moet	V
ir.	N
Vink	N
hebben	V
gedacht	V
.	Punc
<utt>
De	Art
collectieve	Adj
boerderijen	N
voerden	V
wagenladingen	N
vol	Adj
verse	Adj
komkommers	N
en	Conj
tomaten	N
naar	Prep
het	Art
distributiekantoor	N
.	Punc
<utt>
De	Art
kostelijke	Adj
ladingen	N
werden	V
allemaal	Pron
afgekeurd	V
,	Punc
terwijl	Conj
in	Prep
de	Art
etalages	N
van	Prep
de	Art
groentewinkels	N
vergeelde	V
komkommers	N
en	Conj
gekneusde	V
tomaten	N
"	Punc
pronken	V
"	Punc
.	Punc
<utt>
Er	Adv
liggen	V
bovendien	Adv
fraaie	Adj
kansen	N
voor	Prep
speculanten	N
.	Punc
<utt>
Een	Art
waterdichte	Adj
dekmantel	N
voor	Prep
dergelijke	Pron
machinaties	N
is	V
de	Art
"	Punc
doordraai	N
